epoch;epsilon;loss;rouge;actual;pred;actions
857; 0.000;0.052648;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
858; 0.000;0.052646;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
859; 0.000;0.052644;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
860; 0.000;0.052642;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
861; 0.000;0.052640;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
862; 0.000;0.052638;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
863; 0.000;0.052636;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
864; 0.000;0.052634;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
865; 0.000;0.052632;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
866; 0.000;0.052630;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
867; 0.000;0.052628;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
868; 0.000;0.052626;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
869; 0.000;0.052624;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
870; 0.000;0.052622;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
871; 0.000;0.052620;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
872; 0.000;0.052618;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
873; 0.000;0.052616;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
874; 0.000;0.052614;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
875; 0.000;0.052612;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
876; 0.000;0.052610;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
877; 0.000;0.052608;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
878; 0.000;0.052606;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
879; 0.000;0.052604;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
880; 0.000;0.052602;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
881; 0.000;0.052599;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
882; 0.000;0.052597;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
883; 0.000;0.052595;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
884; 0.000;0.052593;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
885; 0.000;0.052591;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
886; 0.000;0.052589;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
887; 0.000;0.052587;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
888; 0.000;0.052585;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
889; 0.000;0.052583;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
890; 0.000;0.052581;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
891; 0.000;0.052579;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
892; 0.000;0.052577;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
893; 0.000;0.052574;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
894; 0.000;0.052572;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
895; 0.000;0.052570;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
896; 0.000;0.052568;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
897; 0.000;0.052566;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
898; 0.000;0.052564;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
899; 0.000;0.052562;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
900; 0.000;0.052560;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
901; 0.000;0.052558;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
902; 0.000;0.052555;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
903; 0.000;0.052553;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
904; 0.000;0.052551;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
905; 0.000;0.052549;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
906; 0.000;0.052547;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
907; 0.000;0.052545;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
908; 0.000;0.052543;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
909; 0.000;0.052541;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
910; 0.000;0.052538;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
911; 0.000;0.052536;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
912; 0.000;0.052534;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
913; 0.000;0.052532;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
914; 0.000;0.049114;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.264}; {0,1,1,0,0,1,1,0,1,0,1,0}
915; 0.000;0.052528;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
916; 0.000;0.131363;0.600000; {min=-0.647, max=1.000}; {min=-0.404, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
917; 0.000;0.052521;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
918; 0.000;0.052518;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
919; 0.000;0.052516;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
920; 0.000;0.052514;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
921; 0.000;0.052512;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
922; 0.000;0.052510;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
923; 0.000;0.052508;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
924; 0.000;0.052506;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
925; 0.000;0.052504;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
926; 0.000;0.052501;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
927; 0.000;0.052499;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
928; 0.000;0.052497;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
929; 0.000;0.052495;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
930; 0.000;0.052493;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
931; 0.000;0.052491;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
932; 0.000;0.052489;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
933; 0.000;0.052487;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
934; 0.000;0.052484;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
935; 0.000;0.052482;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
936; 0.000;0.052480;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
937; 0.000;0.052478;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
938; 0.000;0.052476;0.600000; {min=-0.647, max=0.247}; {min=-0.404, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
939; 0.000;0.052474;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
940; 0.000;0.052472;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
941; 0.000;0.052469;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
942; 0.000;0.052467;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
943; 0.000;0.052465;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
944; 0.000;0.052463;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
945; 0.000;0.052461;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
946; 0.000;0.052459;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
947; 0.000;0.052457;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
948; 0.000;0.052454;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
949; 0.000;0.052452;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
950; 0.000;0.052450;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
951; 0.000;0.052448;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
952; 0.000;0.052446;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
953; 0.000;0.052444;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
954; 0.000;0.052441;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
955; 0.000;0.052439;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
956; 0.000;0.052437;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
957; 0.000;0.052435;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
958; 0.000;0.306781;0.600000; {min=-1.000, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
959; 0.000;0.052421;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
960; 0.000;0.052419;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
961; 0.000;0.052418;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
962; 0.000;0.052416;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
963; 0.000;0.052414;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
964; 0.000;0.052412;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
965; 0.000;0.052410;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
966; 0.000;0.052408;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
967; 0.000;0.052406;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
968; 0.000;0.052404;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
969; 0.000;0.052402;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
970; 0.000;0.052400;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
971; 0.000;0.052398;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
972; 0.000;0.052396;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
973; 0.000;0.052394;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
974; 0.000;0.052392;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
975; 0.000;0.052390;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
976; 0.000;0.052388;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
977; 0.000;0.052386;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
978; 0.000;0.052384;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
979; 0.000;0.052382;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
980; 0.000;0.052380;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
981; 0.000;0.052378;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
982; 0.000;0.052376;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
983; 0.000;0.052374;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
984; 0.000;0.052372;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
985; 0.000;0.052370;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
986; 0.000;0.052368;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
987; 0.000;0.052366;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
988; 0.000;0.052364;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
989; 0.000;0.052362;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
990; 0.000;0.052360;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
991; 0.000;0.052358;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
992; 0.000;0.052356;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
993; 0.000;0.052354;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
994; 0.000;0.052352;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
995; 0.000;0.052350;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
996; 0.000;0.052348;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
997; 0.000;0.052346;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
998; 0.000;0.052344;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
999; 0.000;0.052342;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
1000; 0.000;0.052340;0.600000; {min=-0.647, max=0.247}; {min=-0.405, max=0.263}; {0,1,1,0,0,1,1,0,1,0,1,0}
