epoch;epsilon;loss;rougeF1;rougeRecall;rougePrecision;actual;pred
857; 0.000; 0.000287; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.809, max=0.246}
858; 0.000; 0.000104; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.804, max=0.245}
859; 0.000; 0.000469; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.800, max=0.247}
860; 0.000; 0.000306; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.797, max=0.246}
861; 0.000; 0.000003; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.794, max=0.247}
862; 0.000; 0.000097; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.793, max=0.247}
863; 0.000; 0.000203; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.791, max=0.247}
864; 0.000; 0.000077; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.790, max=0.247}
865; 0.000; 0.000157; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.788, max=0.247}
866; 0.000; 0.000063; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.788, max=0.247}
867; 0.000; 0.000047; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.787, max=0.247}
868; 0.000; 0.000003; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.787, max=0.247}
869; 0.000; 0.000020; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.786, max=0.247}
870; 0.000; 0.000021; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.786, max=0.247}
871; 0.000; 0.000028; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
872; 0.000; 0.000020; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
873; 0.000; 0.000009; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
874; 0.000; 0.000022; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
875; 0.000; 0.000015; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
876; 0.000; 0.000009; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.247}
877; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.247}
878; 0.000; 0.000006; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.247}
879; 0.000; 0.000003; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.247}
880; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.247}
881; 0.000; 0.000004; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.247}
882; 0.000; 0.000003; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.247}
883; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.247}
884; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.247}
885; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.247}
886; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.247}
887; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.247}
888; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.247}
889; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.247}
890; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.247}
891; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.247}
892; 0.000; 0.000024; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.246}
893; 0.000; 0.000743; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.260}
894; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.217}
895; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.248}
896; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.247}
897; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.247}
898; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.247}
899; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.247}
900; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.247}
901; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.247}
902; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.782, max=0.247}
903; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.247}
904; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.247}
905; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.247}
906; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.247}
907; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.782, max=0.247}
908; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.782, max=0.247}
909; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.782, max=0.247}
910; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.247}
911; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.247}
912; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.247}
913; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.247}
914; 0.000; 0.003476; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.247}
915; 0.000; 0.001948; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.750, max=0.247}
916; 0.000; 0.000382; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.769, max=0.247}
917; 0.000; 0.000170; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.774, max=0.247}
918; 0.000; 0.000046; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.777, max=0.247}
919; 0.000; 0.000081; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.777, max=0.247}
920; 0.000; 0.000002; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.778, max=0.247}
921; 0.000; 0.000017; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.779, max=0.247}
922; 0.000; 0.000023; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.780, max=0.247}
923; 0.000; 0.000005; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.781, max=0.247}
924; 0.000; 0.000002; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.781, max=0.247}
925; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.781, max=0.247}
926; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.782, max=0.247}
927; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.782, max=0.247}
928; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.782, max=0.247}
929; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.782, max=0.247}
930; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.782, max=0.247}
931; 0.000; 0.006661; 0.833333; 0.714286; 1.000000; {min=-0.647, max=1.000}; {min=-0.782, max=0.247}
932; 0.000; 0.006131; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.723, max=0.269}
933; 0.000; 0.000997; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.742, max=0.246}
934; 0.000; 0.002450; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.752, max=0.282}
935; 0.000; 0.001041; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.762, max=0.248}
936; 0.000; 0.000381; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.768, max=0.249}
937; 0.000; 0.000048; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.768, max=0.248}
938; 0.000; 0.000057; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.770, max=0.248}
939; 0.000; 0.000249; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.772, max=0.247}
940; 0.000; 0.000107; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.773, max=0.247}
941; 0.000; 0.000174; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.773, max=0.247}
942; 0.000; 0.000154; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.776, max=0.247}
943; 0.000; 0.000113; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.777, max=0.247}
944; 0.000; 0.000018; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.778, max=0.247}
945; 0.000; 0.000030; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.777, max=0.247}
946; 0.000; 0.000037; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.778, max=0.247}
947; 0.000; 0.000012; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.778, max=0.247}
948; 0.000; 0.000010; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.779, max=0.247}
