epoch;epsilon;loss;rougeF1;rougeRecall;rougePrecision;actual;pred
401; 0.000; 0.000038; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.762, max=0.246}
402; 0.000; 0.000075; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.762, max=0.246}
403; 0.000; 0.000011; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.763, max=0.246}
404; 0.000; 0.000024; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.763, max=0.246}
405; 0.000; 0.000004; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.763, max=0.246}
406; 0.000; 0.000019; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.763, max=0.246}
407; 0.000; 0.000015; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.763, max=0.246}
408; 0.000; 0.000004; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
409; 0.000; 0.000008; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
410; 0.000; 0.000004; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
411; 0.000; 0.000003; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.246}
412; 0.000; 0.000002; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
413; 0.000; 0.000002; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
414; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
415; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
416; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
417; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
418; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
419; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
420; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
421; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
422; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
423; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
424; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
425; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
426; 0.000; 0.002568; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
427; 0.000; 0.000268; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.749, max=0.247}
428; 0.000; 0.000059; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.760, max=0.247}
429; 0.000; 0.000030; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.762, max=0.247}
430; 0.000; 0.000016; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.763, max=0.247}
431; 0.000; 0.000006; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
432; 0.000; 0.000005; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
433; 0.000; 0.000005; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.763, max=0.247}
434; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
435; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
436; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
437; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
438; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
439; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
440; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
441; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
442; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
443; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
444; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
445; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
446; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
447; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
448; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
449; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
450; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
451; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
452; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
453; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
454; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
455; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
456; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
457; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
458; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
459; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
460; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
461; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
462; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
463; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
464; 0.000; 0.118429; 0.833333; 0.714286; 1.000000; {min=-0.647, max=1.000}; {min=-0.764, max=0.247}
465; 0.000; 0.050127; 0.833333; 0.714286; 1.000000; {min=-0.647, max=1.000}; {min=-0.658, max=0.359}
466; 0.000; 0.048808; 0.666667; 0.500000; 1.000000; {min=-1.000, max=0.353}; {min=-0.648, max=0.268}
467; 0.000; 0.012215; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.685, max=0.470}
468; 0.000; 0.000911; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.719, max=0.322}
469; 0.000; 0.002612; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.735, max=0.274}
470; 0.000; 0.002331; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.751, max=0.257}
471; 0.000; 0.001772; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.753, max=0.252}
472; 0.000; 0.000603; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.761, max=0.250}
473; 0.000; 0.002989; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.766, max=0.248}
474; 0.000; 0.001262; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.774, max=0.248}
475; 0.000; 0.001187; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.776, max=0.248}
476; 0.000; 0.000653; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.775, max=0.249}
477; 0.000; 0.000203; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.776, max=0.249}
478; 0.000; 0.000497; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.772, max=0.248}
479; 0.000; 0.000243; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.774, max=0.249}
480; 0.000; 0.000205; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.778, max=0.249}
481; 0.000; 0.000126; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.778, max=0.248}
482; 0.000; 0.000192; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.777, max=0.248}
483; 0.000; 0.000192; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.780, max=0.249}
484; 0.000; 0.000219; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.780, max=0.248}
485; 0.000; 0.000097; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.779, max=0.248}
486; 0.000; 0.000025; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.780, max=0.248}
487; 0.000; 0.000070; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.781, max=0.248}
488; 0.000; 0.135449; 0.833333; 0.714286; 1.000000; {min=-0.647, max=1.000}; {min=-0.780, max=0.248}
489; 0.000; 0.008210; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.712, max=0.301}
490; 0.000; 0.006639; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.730, max=0.259}
491; 0.000; 0.002721; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.742, max=0.248}
492; 0.000; 0.001027; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.752, max=0.248}
493; 0.000; 0.000774; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.756, max=0.248}
494; 0.000; 0.001250; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.761, max=0.247}
495; 0.000; 0.001023; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.247}
496; 0.000; 0.000797; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.767, max=0.247}
497; 0.000; 0.001262; 0.833333; 0.714286; 1.000000; {min=-1.000, max=0.247}; {min=-0.770, max=0.247}
498; 0.000; 0.000448; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.803, max=0.247}
499; 0.000; 0.000214; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.797, max=0.247}
500; 0.000; 0.000209; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.793, max=0.247}
501; 0.000; 0.000086; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.790, max=0.247}
502; 0.000; 0.000035; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.788, max=0.247}
503; 0.000; 0.000021; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.787, max=0.247}
504; 0.000; 0.000009; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.786, max=0.247}
505; 0.000; 0.000007; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
506; 0.000; 0.000004; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
507; 0.000; 0.077280; 0.833333; 0.714286; 1.000000; {min=-0.647, max=1.000}; {min=-0.785, max=0.247}
508; 0.000; 0.005298; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.737, max=0.266}
509; 0.000; 0.001776; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.747, max=0.248}
510; 0.000; 0.000782; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.754, max=0.247}
511; 0.000; 0.095834; 0.833333; 0.714286; 1.000000; {min=-1.000, max=0.247}; {min=-0.759, max=0.247}
512; 0.000; 0.000621; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.801, max=0.247}
513; 0.000; 0.000440; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.797, max=0.247}
514; 0.000; 0.000264; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.794, max=0.247}
515; 0.000; 0.000067; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.791, max=0.247}
516; 0.000; 0.000100; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.790, max=0.247}
517; 0.000; 0.000032; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.789, max=0.247}
518; 0.000; 0.000023; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.788, max=0.247}
519; 0.000; 0.000018; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.787, max=0.247}
520; 0.000; 0.000008; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.787, max=0.247}
521; 0.000; 0.000002; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.786, max=0.247}
522; 0.000; 0.000005; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.786, max=0.247}
523; 0.000; 0.000002; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.786, max=0.247}
524; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
525; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
526; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
527; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
528; 0.000; 0.000002; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
529; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
530; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
531; 0.000; 0.000002; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
532; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
533; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
534; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
535; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
536; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
537; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
538; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
539; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
540; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
541; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
542; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
543; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
544; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
545; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
546; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
547; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
548; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
549; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
550; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
551; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
552; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
553; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
554; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
555; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.786, max=0.247}
556; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
557; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
558; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.786, max=0.247}
559; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.786, max=0.247}
560; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.786, max=0.247}
561; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.786, max=0.247}
562; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.786, max=0.247}
563; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.786, max=0.247}
564; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.786, max=0.247}
565; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.786, max=0.247}
566; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.786, max=0.247}
567; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.786, max=0.247}
568; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.786, max=0.247}
569; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.786, max=0.247}
570; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.786, max=0.247}
571; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.786, max=0.247}
572; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.786, max=0.247}
573; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.786, max=0.247}
574; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.786, max=0.247}
575; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.786, max=0.247}
576; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.786, max=0.247}
577; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.786, max=0.247}
578; 0.000; 0.000034; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.786, max=0.246}
579; 0.000; 0.000012; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.786, max=0.265}
580; 0.000; 0.010954; 0.833333; 0.714286; 1.000000; {min=-1.000, max=0.247}; {min=-0.786, max=0.241}
581; 0.000; 0.002615; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.214}; {min=-0.872, max=0.247}
582; 0.000; 0.001318; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.860, max=0.175}
583; 0.000; 0.001085; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.853, max=0.182}
584; 0.000; 0.000584; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.847, max=0.210}
585; 0.000; 0.000323; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.843, max=0.217}
586; 0.000; 0.000295; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.840, max=0.236}
587; 0.000; 0.000113; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.839, max=0.222}
588; 0.000; 0.000186; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.838, max=0.242}
589; 0.000; 0.000088; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.235}
590; 0.000; 0.000096; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.836, max=0.239}
591; 0.000; 0.000083; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.240}
592; 0.000; 0.000056; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.236}
593; 0.000; 0.000046; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.238}
594; 0.000; 0.000030; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.244}
595; 0.000; 0.000061; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.243}
596; 0.000; 0.000029; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.245}
597; 0.000; 0.000040; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.246}
598; 0.000; 0.000045; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.836, max=0.244}
599; 0.000; 0.000030; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.836, max=0.245}
600; 0.000; 0.000037; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.245}
601; 0.000; 0.000043; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.245}
602; 0.000; 0.000006; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.838, max=0.246}
603; 0.000; 0.000025; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.247}
604; 0.000; 0.000037; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.246}
605; 0.000; 0.000017; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.246}
606; 0.000; 0.000039; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.246}
607; 0.000; 0.000007; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.246}
608; 0.000; 0.000005; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.836, max=0.246}
609; 0.000; 0.000017; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.836, max=0.247}
610; 0.000; 0.000033; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.836, max=0.247}
611; 0.000; 0.000009; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.836, max=0.247}
612; 0.000; 0.000016; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.836, max=0.247}
613; 0.000; 0.000007; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.836, max=0.247}
614; 0.000; 0.000035; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.247}
615; 0.000; 0.000009; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.247}
616; 0.000; 0.000029; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.247}
617; 0.000; 0.000015; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.247}
618; 0.000; 0.000014; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.247}
619; 0.000; 0.000032; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.247}
620; 0.000; 0.000015; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.836, max=0.247}
621; 0.000; 0.000008; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.247}
622; 0.000; 0.000016; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.836, max=0.247}
623; 0.000; 0.000026; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.247}
624; 0.000; 0.000012; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.247}
625; 0.000; 0.000007; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.247}
626; 0.000; 0.000018; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.247}
627; 0.000; 0.000012; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.247}
628; 0.000; 0.000013; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.247}
